Query: what articles exist which deal with tss time sharing system  an  operating system for ibm computers

 QueryID| Literal|                                                                 DocID|    Rank|               Score|     SystemName
       1|      Q0|                                                  1544(CACM-1544.html)|      43|            0.175010|       shraddha
       1|      Q0|                                                  1408(CACM-1408.html)|      44|            0.174131|       shraddha
       1|      Q0|                                                  1523(CACM-1523.html)|      45|            0.173927|       shraddha
       1|      Q0|                                                  1391(CACM-1391.html)|      46|            0.173509|       shraddha
       1|      Q0|                                                  1752(CACM-1752.html)|      47|            0.171979|       shraddha
       1|      Q0|                                                  2003(CACM-2003.html)|      48|            0.169566|       shraddha
       1|      Q0|                                                  1647(CACM-1647.html)|      49|            0.169003|       shraddha
       1|      Q0|                                                  2380(CACM-2380.html)|      50|            0.166134|       shraddha
       1|      Q0|                                                   585(CACM-0585.html)|      51|            0.165367|       shraddha
       1|      Q0|                                                  2764(CACM-2764.html)|      52|            0.156973|       shraddha
       1|      Q0|                                                  1393(CACM-1393.html)|      53|            0.156057|       shraddha
       1|      Q0|                                                  2948(CACM-2948.html)|      54|            0.154107|       shraddha
       1|      Q0|                                                  1885(CACM-1885.html)|      55|            0.153212|       shraddha
       1|      Q0|                                                  1680(CACM-1680.html)|      56|            0.152435|       shraddha
       1|      Q0|                                                  1226(CACM-1226.html)|      57|            0.151130|       shraddha
       1|      Q0|                                                  1685(CACM-1685.html)|      58|            0.150498|       shraddha
       1|      Q0|                                                  1854(CACM-1854.html)|      59|            0.149689|       shraddha
       1|      Q0|                                                  2920(CACM-2920.html)|      60|            0.149605|       shraddha
       1|      Q0|                                                  1440(CACM-1440.html)|      61|            0.149598|       shraddha
       1|      Q0|                                                  1462(CACM-1462.html)|      62|            0.149513|       shraddha
       1|      Q0|                                                  3068(CACM-3068.html)|      63|            0.145601|       shraddha
       1|      Q0|                                                  1750(CACM-1750.html)|      64|            0.145298|       shraddha
       1|      Q0|                                                  1747(CACM-1747.html)|      65|            0.145075|       shraddha
       1|      Q0|                                                   971(CACM-0971.html)|      66|            0.145059|       shraddha
       1|      Q0|                                                  3127(CACM-3127.html)|      67|            0.144089|       shraddha
       1|      Q0|                                                  3023(CACM-3023.html)|      68|            0.140931|       shraddha
       1|      Q0|                                                  1264(CACM-1264.html)|      69|            0.140529|       shraddha
       1|      Q0|                                                  2522(CACM-2522.html)|      70|            0.139707|       shraddha
       1|      Q0|                                                  1315(CACM-1315.html)|      71|            0.138650|       shraddha
       1|      Q0|                                                   397(CACM-0397.html)|      72|            0.137547|       shraddha
       1|      Q0|                                                  3025(CACM-3025.html)|      73|            0.136647|       shraddha
       1|      Q0|                                                  2365(CACM-2365.html)|      74|            0.136429|       shraddha
       1|      Q0|                                                  2317(CACM-2317.html)|      75|            0.134500|       shraddha
       1|      Q0|                                                  2838(CACM-2838.html)|      76|            0.133979|       shraddha
       1|      Q0|                                                  1542(CACM-1542.html)|      77|            0.130235|       shraddha
       1|      Q0|                                                  2439(CACM-2439.html)|      78|            0.128834|       shraddha
       1|      Q0|                                                  3011(CACM-3011.html)|      79|            0.128476|       shraddha
       1|      Q0|                                                  2358(CACM-2358.html)|      80|            0.128317|       shraddha
       1|      Q0|                                                  2201(CACM-2201.html)|      81|            0.127827|       shraddha
       1|      Q0|                                                  1590(CACM-1590.html)|      82|            0.127747|       shraddha
       1|      Q0|                                                  2841(CACM-2841.html)|      83|            0.127196|       shraddha
       1|      Q0|                                                  2740(CACM-2740.html)|      84|            0.127009|       shraddha
       1|      Q0|                                                  2080(CACM-2080.html)|      85|            0.126787|       shraddha
       1|      Q0|                                                  1046(CACM-1046.html)|      86|            0.126347|       shraddha
       1|      Q0|                                                  2917(CACM-2917.html)|      87|            0.126304|       shraddha
       1|      Q0|                                                   699(CACM-0699.html)|      88|            0.125406|       shraddha
       1|      Q0|                                                  3069(CACM-3069.html)|      89|            0.125333|       shraddha
       1|      Q0|                                                  3174(CACM-3174.html)|      90|            0.124452|       shraddha
       1|      Q0|                                                  2681(CACM-2681.html)|      91|            0.122349|       shraddha
       1|      Q0|                                                  1828(CACM-1828.html)|      92|            0.120204|       shraddha
       1|      Q0|                                                  1923(CACM-1923.html)|      93|            0.119463|       shraddha
       1|      Q0|                                                  1892(CACM-1892.html)|      94|            0.119450|       shraddha
       1|      Q0|                                                  1626(CACM-1626.html)|      95|            0.119434|       shraddha
       1|      Q0|                                                  1753(CACM-1753.html)|      96|            0.118059|       shraddha
       1|      Q0|                                                  2390(CACM-2390.html)|      97|            0.117352|       shraddha
       1|      Q0|                                                  1179(CACM-1179.html)|      98|            0.116113|       shraddha
       1|      Q0|                                                  1173(CACM-1173.html)|      99|            0.115639|       shraddha
       1|      Q0|                                                  1960(CACM-1960.html)|     100|            0.114755|       shraddha

Query: i am interested in articles written either by prieve or udo pooch    prieve  b   pooch  u

 QueryID| Literal|                                                                 DocID|    Rank|               Score|     SystemName
       2|      Q0|                                                  2434(CACM-2434.html)|       1|            0.204398|       shraddha
       2|      Q0|                                                  3078(CACM-3078.html)|       2|            0.190973|       shraddha
       2|      Q0|                                                  3129(CACM-3129.html)|       3|            0.140043|       shraddha
       2|      Q0|                                                  1977(CACM-1977.html)|       4|            0.103403|       shraddha
       2|      Q0|                                                  2863(CACM-2863.html)|       5|            0.099369|       shraddha
       2|      Q0|                                                  3144(CACM-3144.html)|       6|            0.089349|       shraddha
       2|      Q0|                                                  2177(CACM-2177.html)|       7|            0.078437|       shraddha
       2|      Q0|                                                  3202(CACM-3202.html)|       8|            0.077007|       shraddha
       2|      Q0|                                                   616(CACM-0616.html)|       9|            0.076432|       shraddha
       2|      Q0|                                                  1379(CACM-1379.html)|      10|            0.074418|       shraddha
       2|      Q0|                                                  2342(CACM-2342.html)|      11|            0.072266|       shraddha
       2|      Q0|                                                  1046(CACM-1046.html)|      12|            0.071542|       shraddha
       2|      Q0|                                                  1264(CACM-1264.html)|      13|            0.070144|       shraddha
       2|      Q0|                                                  1010(CACM-1010.html)|      14|            0.068343|       shraddha
       2|      Q0|                                                  2786(CACM-2786.html)|      15|            0.067448|       shraddha
       2|      Q0|                                                  1674(CACM-1674.html)|      16|            0.066205|       shraddha
       2|      Q0|                                                  1931(CACM-1931.html)|      17|            0.065660|       shraddha
       2|      Q0|                                                  3117(CACM-3117.html)|      18|            0.065491|       shraddha
       2|      Q0|                                                  1652(CACM-1652.html)|      19|            0.063804|       shraddha
       2|      Q0|                                                  2939(CACM-2939.html)|      20|            0.063217|       shraddha
       2|      Q0|                                                  1012(CACM-1012.html)|      21|            0.059981|       shraddha
       2|      Q0|                                                  3171(CACM-3171.html)|      22|            0.057414|       shraddha
       2|      Q0|                                                  2572(CACM-2572.html)|      23|            0.056060|       shraddha
       2|      Q0|                                                  1764(CACM-1764.html)|      24|            0.055731|       shraddha
       2|      Q0|                                                   282(CACM-0282.html)|      25|            0.055243|       shraddha
       2|      Q0|                                                  2439(CACM-2439.html)|      26|            0.055170|       shraddha
       2|      Q0|                                                  1272(CACM-1272.html)|      27|            0.054922|       shraddha
       2|      Q0|                                                  2215(CACM-2215.html)|      28|            0.054634|       shraddha
       2|      Q0|                                                  2002(CACM-2002.html)|      29|            0.054385|       shraddha
       2|      Q0|                                                  1553(CACM-1553.html)|      30|            0.052927|       shraddha
       2|      Q0|                                                  2905(CACM-2905.html)|      31|            0.052856|       shraddha
       2|      Q0|                                                  2980(CACM-2980.html)|      32|            0.050637|       shraddha
       2|      Q0|                                                   531(CACM-0531.html)|      33|            0.048739|       shraddha
       2|      Q0|                                                  1334(CACM-1334.html)|      34|            0.048484|       shraddha
       2|      Q0|                                                  1705(CACM-1705.html)|      35|            0.048345|       shraddha
       2|      Q0|                                                  1877(CACM-1877.html)|      36|            0.048272|       shraddha
       2|      Q0|                                                  1519(CACM-1519.html)|      37|            0.048136|       shraddha
       2|      Q0|                                                  1593(CACM-1593.html)|      38|            0.047784|       shraddha
       2|      Q0|                                                  2047(CACM-2047.html)|      39|            0.047784|       shraddha
       2|      Q0|                                                  2194(CACM-2194.html)|      40|            0.047378|       shraddha
       2|      Q0|                                                  1975(CACM-1975.html)|      41|            0.047229|       shraddha
       2|      Q0|                                                  1924(CACM-1924.html)|      42|            0.045424|       shraddha
       2|      Q0|                                                  2039(CACM-2039.html)|      43|            0.045063|       shraddha
       2|      Q0|                                                  2451(CACM-2451.html)|      44|            0.045031|       shraddha
       2|      Q0|                                                   397(CACM-0397.html)|      45|            0.044313|       shraddha
       2|      Q0|                                                  1154(CACM-1154.html)|      46|            0.044023|       shraddha
       2|      Q0|                                                  1867(CACM-1867.html)|      47|            0.043930|       shraddha
       2|      Q0|                                                  1464(CACM-1464.html)|      48|            0.043921|       shraddha
       2|      Q0|                                                  2534(CACM-2534.html)|      49|            0.043505|       shraddha
       2|      Q0|                                                  2852(CACM-2852.html)|      50|            0.043420|       shraddha
       2|      Q0|                                                  1741(CACM-1741.html)|      51|            0.043296|       shraddha
       2|      Q0|                                                  1651(CACM-1651.html)|      52|            0.043115|       shraddha
       2|      Q0|                                                  2233(CACM-2233.html)|      53|            0.042837|       shraddha
       2|      Q0|                                                  1486(CACM-1486.html)|      54|            0.042346|       shraddha
       2|      Q0|                                                  2250(CACM-2250.html)|      55|            0.040534|       shraddha
       2|      Q0|                                                  2714(CACM-2714.html)|      56|            0.039952|       shraddha
       2|      Q0|                                                  2900(CACM-2900.html)|      57|            0.039925|       shraddha
       2|      Q0|                                                  2304(CACM-2304.html)|      58|            0.039337|       shraddha
       2|      Q0|                                                  2519(CACM-2519.html)|      59|            0.039121|       shraddha
       2|      Q0|                                                  1886(CACM-1886.html)|      60|            0.039068|       shraddha
       2|      Q0|                                                   242(CACM-0242.html)|      61|            0.038520|       shraddha
       2|      Q0|                                                  2924(CACM-2924.html)|      62|            0.038506|       shraddha
       2|      Q0|                                                  1259(CACM-1259.html)|      63|            0.038486|       shraddha
       2|      Q0|                                                  3180(CACM-3180.html)|      64|            0.038203|       shraddha
       2|      Q0|                                                  1062(CACM-1062.html)|      65|            0.037913|       shraddha
       2|      Q0|                                                   670(CACM-0670.html)|      66|            0.037766|       shraddha
       2|      Q0|                                                  1397(CACM-1397.html)|      67|            0.037711|       shraddha
       2|      Q0|                                                  2423(CACM-2423.html)|      68|            0.037683|       shraddha
       2|      Q0|                                                  1638(CACM-1638.html)|      69|            0.037449|       shraddha
       2|      Q0|                                                  2421(CACM-2421.html)|      70|            0.036984|       shraddha
       2|      Q0|                                                  1623(CACM-1623.html)|      71|            0.036956|       shraddha
       2|      Q0|                                                  2354(CACM-2354.html)|      72|            0.036954|       shraddha
       2|      Q0|                                                  3201(CACM-3201.html)|      73|            0.036822|       shraddha
       2|      Q0|                                                  3110(CACM-3110.html)|      74|            0.036726|       shraddha
       2|      Q0|                                                  2771(CACM-2771.html)|      75|            0.036089|       shraddha
       2|      Q0|                                                  1846(CACM-1846.html)|      76|            0.035777|       shraddha
       2|      Q0|                                                  1930(CACM-1930.html)|      77|            0.035537|       shraddha
       2|      Q0|                                                  2486(CACM-2486.html)|      78|            0.035331|       shraddha
       2|      Q0|                                                  2981(CACM-2981.html)|      79|            0.035299|       shraddha
       2|      Q0|                                                  1469(CACM-1469.html)|      80|            0.035297|       shraddha
       2|      Q0|                                                  2402(CACM-2402.html)|      81|            0.035204|       shraddha
       2|      Q0|                                                  1527(CACM-1527.html)|      82|            0.034736|       shraddha
       2|      Q0|                                                  2356(CACM-2356.html)|      83|            0.034533|       shraddha
       2|      Q0|                                                  2986(CACM-2986.html)|      84|            0.034319|       shraddha
       2|      Q0|                                                  1634(CACM-1634.html)|      85|            0.034179|       shraddha
       2|      Q0|                                                  1343(CACM-1343.html)|      86|            0.034002|       shraddha
       2|      Q0|                                                  1564(CACM-1564.html)|      87|            0.033914|       shraddha
       2|      Q0|                                                  2392(CACM-2392.html)|      88|            0.033848|       shraddha
       2|      Q0|                                                  3047(CACM-3047.html)|      89|            0.033815|       shraddha
       2|      Q0|                                                   637(CACM-0637.html)|      90|            0.033694|       shraddha
       2|      Q0|                                                  2664(CACM-2664.html)|      91|            0.033490|       shraddha
       2|      Q0|                                                  1309(CACM-1309.html)|      92|            0.032988|       shraddha
       2|      Q0|                                                  2968(CACM-2968.html)|      93|            0.032783|       shraddha
       2|      Q0|                                                  1427(CACM-1427.html)|      94|            0.032601|       shraddha
       2|      Q0|                                                   597(CACM-0597.html)|      95|            0.032588|       shraddha
       2|      Q0|                                                  2899(CACM-2899.html)|      96|            0.032289|       shraddha
       2|      Q0|                                                  1671(CACM-1671.html)|      97|            0.032027|       shraddha
       2|      Q0|                                                  1413(CACM-1413.html)|      98|            0.031946|       shraddha
       2|      Q0|                                                  3194(CACM-3194.html)|      99|            0.031763|       shraddha
       2|      Q0|                                                  1197(CACM-1197.html)|     100|            0.031753|       shraddha

Query: intermediate languages used in construction of multi targeted compilers tcoll

 QueryID| Literal|                                                                 DocID|    Rank|               Score|     SystemName
       3|      Q0|                                                  1988(CACM-1988.html)|       1|            0.195192|       shraddha
       3|      Q0|                                                  2061(CACM-2061.html)|       2|            0.169092|       shraddha
       3|      Q0|                                                  2112(CACM-2112.html)|       3|            0.148960|       shraddha
       3|      Q0|                                                  1154(CACM-1154.html)|       4|            0.146323|       shraddha
       3|      Q0|                                                  2921(CACM-2921.html)|       5|            0.140323|       shraddha
       3|      Q0|                                                   252(CACM-0252.html)|       6|            0.136926|       shraddha
       3|      Q0|                                                  1496(CACM-1496.html)|       7|            0.135280|       shraddha
       3|      Q0|                                                   205(CACM-0205.html)|       8|            0.130307|       shraddha
       3|      Q0|                                                  2411(CACM-2411.html)|       9|            0.128481|       shraddha
       3|      Q0|                                                  3102(CACM-3102.html)|      10|            0.115366|       shraddha
       3|      Q0|                                                  1223(CACM-1223.html)|      11|            0.114382|       shraddha
       3|      Q0|                                                  3099(CACM-3099.html)|      12|            0.113523|       shraddha
       3|      Q0|                                                  1387(CACM-1387.html)|      13|            0.111991|       shraddha
       3|      Q0|                                                  1723(CACM-1723.html)|      14|            0.111063|       shraddha
       3|      Q0|                                                  2579(CACM-2579.html)|      15|            0.110107|       shraddha
       3|      Q0|                                                   637(CACM-0637.html)|      16|            0.109366|       shraddha
       3|      Q0|                                                   265(CACM-0265.html)|      17|            0.109043|       shraddha
       3|      Q0|                                                  3115(CACM-3115.html)|      18|            0.106846|       shraddha
       3|      Q0|                                                  3030(CACM-3030.html)|      19|            0.106773|       shraddha
       3|      Q0|                                                  1788(CACM-1788.html)|      20|            0.106696|       shraddha
       3|      Q0|                                                  1386(CACM-1386.html)|      21|            0.105926|       shraddha
       3|      Q0|                                                  3130(CACM-3130.html)|      22|            0.104671|       shraddha
       3|      Q0|                                                  1029(CACM-1029.html)|      23|            0.104634|       shraddha
       3|      Q0|                                                  1976(CACM-1976.html)|      24|            0.104448|       shraddha
       3|      Q0|                                                   661(CACM-0661.html)|      25|            0.104066|       shraddha
       3|      Q0|                                                  1787(CACM-1787.html)|      26|            0.101529|       shraddha
       3|      Q0|                                                  3144(CACM-3144.html)|      27|            0.100530|       shraddha
       3|      Q0|                                                  2684(CACM-2684.html)|      28|            0.099920|       shraddha
       3|      Q0|                                                  3093(CACM-3093.html)|      29|            0.099606|       shraddha
       3|      Q0|                                                  2939(CACM-2939.html)|      30|            0.099183|       shraddha
       3|      Q0|                                                  2732(CACM-2732.html)|      31|            0.098885|       shraddha
       3|      Q0|                                                  1807(CACM-1807.html)|      32|            0.098829|       shraddha
       3|      Q0|                                                   799(CACM-0799.html)|      33|            0.098578|       shraddha
       3|      Q0|                                                  2886(CACM-2886.html)|      34|            0.098145|       shraddha
       3|      Q0|                                                  1402(CACM-1402.html)|      35|            0.097486|       shraddha
       3|      Q0|                                                  2867(CACM-2867.html)|      36|            0.097216|       shraddha
       3|      Q0|                                                  2666(CACM-2666.html)|      37|            0.096948|       shraddha
       3|      Q0|                                                   303(CACM-0303.html)|      38|            0.096826|       shraddha
       3|      Q0|                                                  1533(CACM-1533.html)|      39|            0.095032|       shraddha
       3|      Q0|                                                  1350(CACM-1350.html)|      40|            0.093145|       shraddha
       3|      Q0|                                                  1852(CACM-1852.html)|      41|            0.090590|       shraddha
       3|      Q0|                                                  3171(CACM-3171.html)|      42|            0.089666|       shraddha
       3|      Q0|                                                  2929(CACM-2929.html)|      43|            0.088914|       shraddha
       3|      Q0|                                                  1134(CACM-1134.html)|      44|            0.088846|       shraddha
       3|      Q0|                                                  1304(CACM-1304.html)|      45|            0.088562|       shraddha
       3|      Q0|                                                  2254(CACM-2254.html)|      46|            0.088263|       shraddha
       3|      Q0|                                                  1947(CACM-1947.html)|      47|            0.088249|       shraddha
       3|      Q0|                                                  2138(CACM-2138.html)|      48|            0.087750|       shraddha
       3|      Q0|                                                  1746(CACM-1746.html)|      49|            0.087469|       shraddha
       3|      Q0|                                                  1611(CACM-1611.html)|      50|            0.084622|       shraddha
       3|      Q0|                                                  2746(CACM-2746.html)|      51|            0.084459|       shraddha
       3|      Q0|                                                  2603(CACM-2603.html)|      52|            0.084378|       shraddha
       3|      Q0|                                                  2534(CACM-2534.html)|      53|            0.083337|       shraddha
       3|      Q0|                                                  3124(CACM-3124.html)|      54|            0.082547|       shraddha
       3|      Q0|                                                  1484(CACM-1484.html)|      55|            0.081835|       shraddha
       3|      Q0|                                                  1135(CACM-1135.html)|      56|            0.080723|       shraddha
       3|      Q0|                                                  1835(CACM-1835.html)|      57|            0.080456|       shraddha
       3|      Q0|                                                  3105(CACM-3105.html)|      58|            0.079967|       shraddha
       3|      Q0|                                                  1783(CACM-1783.html)|      59|            0.079703|       shraddha
       3|      Q0|                                                  2210(CACM-2210.html)|      60|            0.079542|       shraddha
       3|      Q0|                                                  1003(CACM-1003.html)|      61|            0.078707|       shraddha
       3|      Q0|                                                  1392(CACM-1392.html)|      62|            0.078340|       shraddha
       3|      Q0|                                                  1565(CACM-1565.html)|      63|            0.078127|       shraddha
       3|      Q0|                                                   464(CACM-0464.html)|      64|            0.077682|       shraddha
       3|      Q0|                                                  1457(CACM-1457.html)|      65|            0.077195|       shraddha
       3|      Q0|                                                  2652(CACM-2652.html)|      66|            0.076316|       shraddha
       3|      Q0|                                                  1572(CACM-1572.html)|      67|            0.076210|       shraddha
       3|      Q0|                                                  1309(CACM-1309.html)|      68|            0.074556|       shraddha
       3|      Q0|                                                  2316(CACM-2316.html)|      69|            0.074434|       shraddha
       3|      Q0|                                                  2295(CACM-2295.html)|      70|            0.072568|       shraddha
       3|      Q0|                                                  2990(CACM-2990.html)|      71|            0.071245|       shraddha
       3|      Q0|                                                  2424(CACM-2424.html)|      72|            0.071024|       shraddha
       3|      Q0|                                                  2873(CACM-2873.html)|      73|            0.070764|       shraddha
       3|      Q0|                                                  1456(CACM-1456.html)|      74|            0.069863|       shraddha
       3|      Q0|                                                    70(CACM-0070.html)|      75|            0.069784|       shraddha
       3|      Q0|                                                  1671(CACM-1671.html)|      76|            0.069521|       shraddha
       3|      Q0|                                                  2111(CACM-2111.html)|      77|            0.069152|       shraddha
       3|      Q0|                                                  2718(CACM-2718.html)|      78|            0.069097|       shraddha
       3|      Q0|                                                  1194(CACM-1194.html)|      79|            0.067965|       shraddha
       3|      Q0|                                                  2140(CACM-2140.html)|      80|            0.067920|       shraddha
       3|      Q0|                                                  2372(CACM-2372.html)|      81|            0.067491|       shraddha
       3|      Q0|                                                  2470(CACM-2470.html)|      82|            0.067041|       shraddha
       3|      Q0|                                                  2542(CACM-2542.html)|      83|            0.066467|       shraddha
       3|      Q0|                                                  1062(CACM-1062.html)|      84|            0.066419|       shraddha
       3|      Q0|                                                  1007(CACM-1007.html)|      85|            0.065847|       shraddha
       3|      Q0|                                                  3077(CACM-3077.html)|      86|            0.065705|       shraddha
       3|      Q0|                                                    51(CACM-0051.html)|      87|            0.065125|       shraddha
       3|      Q0|                                                    77(CACM-0077.html)|      88|            0.065125|       shraddha
       3|      Q0|                                                  1313(CACM-1313.html)|      89|            0.065125|       shraddha
       3|      Q0|                                                  2587(CACM-2587.html)|      90|            0.065125|       shraddha
       3|      Q0|                                                  1348(CACM-1348.html)|      91|            0.064718|       shraddha
       3|      Q0|                                                  1366(CACM-1366.html)|      92|            0.064647|       shraddha
       3|      Q0|                                                  2871(CACM-2871.html)|      93|            0.064447|       shraddha
       3|      Q0|                                                  1323(CACM-1323.html)|      94|            0.064107|       shraddha
       3|      Q0|                                                  1459(CACM-1459.html)|      95|            0.064066|       shraddha
       3|      Q0|                                                  2629(CACM-2629.html)|      96|            0.063467|       shraddha
       3|      Q0|                                                  2517(CACM-2517.html)|      97|            0.062440|       shraddha
       3|      Q0|                                                  2341(CACM-2341.html)|      98|            0.062214|       shraddha
       3|      Q0|                                                  1314(CACM-1314.html)|      99|            0.062007|       shraddha
       3|      Q0|                                                  1306(CACM-1306.html)|     100|            0.061595|       shraddha

Query: im interested in mechanisms for communicating between disjoint processes   possibly  but not exclusively  in a distributed environment   i would  rather see descriptions of complete mechanisms  with or without implementations   as opposed to theoretical work on the abstract problem   remote procedure  calls and message passing are examples of my interests

 QueryID| Literal|                                                                 DocID|    Rank|               Score|     SystemName
       4|      Q0|                                                  2931(CACM-2931.html)|       1|            0.246220|       shraddha
       4|      Q0|                                                  2342(CACM-2342.html)|       2|            0.223926|       shraddha
       4|      Q0|                                                  3128(CACM-3128.html)|       3|            0.220474|       shraddha
       4|      Q0|                                                  2377(CACM-2377.html)|       4|            0.214822|       shraddha
       4|      Q0|                                                  2314(CACM-2314.html)|       5|            0.198489|       shraddha
       4|      Q0|                                                  1135(CACM-1135.html)|       6|            0.194636|       shraddha
       4|      Q0|                                                  3043(CACM-3043.html)|       7|            0.188317|       shraddha
       4|      Q0|                                                  2438(CACM-2438.html)|       8|            0.186089|       shraddha
       4|      Q0|                                                  3141(CACM-3141.html)|       9|            0.184572|       shraddha
       4|      Q0|                                                  2060(CACM-2060.html)|      10|            0.176539|       shraddha
       4|      Q0|                                                  2851(CACM-2851.html)|      11|            0.173856|       shraddha
       4|      Q0|                                                   616(CACM-0616.html)|      12|            0.168537|       shraddha
       4|      Q0|                                                  2939(CACM-2939.html)|      13|            0.161536|       shraddha
       4|      Q0|                                                  2905(CACM-2905.html)|      14|            0.151023|       shraddha
       4|      Q0|                                                  2848(CACM-2848.html)|      15|            0.143275|       shraddha
       4|      Q0|                                                  3021(CACM-3021.html)|      16|            0.141088|       shraddha
       4|      Q0|                                                  2969(CACM-2969.html)|      17|            0.141086|       shraddha
       4|      Q0|                                                  3103(CACM-3103.html)|      18|            0.140467|       shraddha
       4|      Q0|                                                  3105(CACM-3105.html)|      19|            0.139056|       shraddha
       4|      Q0|                                                  3049(CACM-3049.html)|      20|            0.138203|       shraddha
       4|      Q0|                                                  2895(CACM-2895.html)|      21|            0.137945|       shraddha
       4|      Q0|                                                  3148(CACM-3148.html)|      22|            0.135400|       shraddha
       4|      Q0|                                                  2439(CACM-2439.html)|      23|            0.133021|       shraddha
       4|      Q0|                                                  1145(CACM-1145.html)|      24|            0.132240|       shraddha
       4|      Q0|                                                  2519(CACM-2519.html)|      25|            0.130196|       shraddha
       4|      Q0|                                                  2900(CACM-2900.html)|      26|            0.127115|       shraddha
