Query: what articles exist which deal with tss time sharing system  an  operating system for ibm computers

+---------+---------+----------------------+------+-----------------+------------+
| QueryID | Literal |        DocID         | Rank |      Score      | SystemName |
|    1    |    Q0   | 1315(CACM-1315.html) |  41  | 0.0646627422552 |  shraddha  |
|    1    |    Q0   | 2950(CACM-2950.html) |  42  |  0.063197345223 |  shraddha  |
|    1    |    Q0   | 2500(CACM-2500.html) |  43  |  0.063152334469 |  shraddha  |
|    1    |    Q0   | 1962(CACM-1962.html) |  44  | 0.0631297056627 |  shraddha  |
|    1    |    Q0   | 2893(CACM-2893.html) |  45  | 0.0613744439921 |  shraddha  |
|    1    |    Q0   | 1534(CACM-1534.html) |  46  | 0.0603704912492 |  shraddha  |
|    1    |    Q0   | 414(CACM-0414.html)  |  47  | 0.0599161298248 |  shraddha  |
|    1    |    Q0   | 2398(CACM-2398.html) |  48  | 0.0595675080383 |  shraddha  |
|    1    |    Q0   | 3137(CACM-3137.html) |  49  | 0.0587686466864 |  shraddha  |
|    1    |    Q0   | 2920(CACM-2920.html) |  50  |  0.058297994091 |  shraddha  |
|    1    |    Q0   | 2878(CACM-2878.html) |  51  | 0.0577946114081 |  shraddha  |
|    1    |    Q0   | 1108(CACM-1108.html) |  52  | 0.0569286728584 |  shraddha  |
|    1    |    Q0   | 1412(CACM-1412.html) |  53  | 0.0567507665927 |  shraddha  |
|    1    |    Q0   | 1769(CACM-1769.html) |  54  | 0.0562093683954 |  shraddha  |
|    1    |    Q0   | 397(CACM-0397.html)  |  55  | 0.0552572779154 |  shraddha  |
|    1    |    Q0   | 2621(CACM-2621.html) |  56  | 0.0551969701329 |  shraddha  |
|    1    |    Q0   | 1170(CACM-1170.html) |  57  | 0.0551478573384 |  shraddha  |
|    1    |    Q0   | 2984(CACM-2984.html) |  58  | 0.0545686360623 |  shraddha  |
|    1    |    Q0   | 2522(CACM-2522.html) |  59  | 0.0545346998951 |  shraddha  |
|    1    |    Q0   | 1381(CACM-1381.html) |  60  | 0.0544984250603 |  shraddha  |
|    1    |    Q0   | 3127(CACM-3127.html) |  61  |  0.054489737154 |  shraddha  |
|    1    |    Q0   | 2764(CACM-2764.html) |  62  |  0.054427496517 |  shraddha  |
|    1    |    Q0   | 1642(CACM-1642.html) |  63  | 0.0544272730565 |  shraddha  |
|    1    |    Q0   | 1505(CACM-1505.html) |  64  | 0.0542987954431 |  shraddha  |
|    1    |    Q0   | 1168(CACM-1168.html) |  65  | 0.0536958938346 |  shraddha  |
|    1    |    Q0   | 1956(CACM-1956.html) |  66  | 0.0527355014021 |  shraddha  |
|    1    |    Q0   | 1034(CACM-1034.html) |  67  |  0.052213192175 |  shraddha  |
|    1    |    Q0   | 2390(CACM-2390.html) |  68  | 0.0521184660259 |  shraddha  |
|    1    |    Q0   | 2153(CACM-2153.html) |  69  | 0.0520765040112 |  shraddha  |
|    1    |    Q0   | 2036(CACM-2036.html) |  70  | 0.0519202616474 |  shraddha  |
|    1    |    Q0   | 1238(CACM-1238.html) |  71  | 0.0519030467604 |  shraddha  |
|    1    |    Q0   | 2841(CACM-2841.html) |  72  | 0.0517537809145 |  shraddha  |
|    1    |    Q0   |  69(CACM-0069.html)  |  73  | 0.0502164243273 |  shraddha  |
|    1    |    Q0   | 2681(CACM-2681.html) |  74  |  0.050139662686 |  shraddha  |
|    1    |    Q0   | 2201(CACM-2201.html) |  75  | 0.0498036686483 |  shraddha  |
|    1    |    Q0   | 696(CACM-0696.html)  |  76  | 0.0489135491248 |  shraddha  |
|    1    |    Q0   | 2188(CACM-2188.html) |  77  | 0.0487953362366 |  shraddha  |
|    1    |    Q0   | 103(CACM-0103.html)  |  78  | 0.0486669920283 |  shraddha  |
|    1    |    Q0   | 2685(CACM-2685.html) |  79  | 0.0481744572242 |  shraddha  |
|    1    |    Q0   | 1544(CACM-1544.html) |  80  | 0.0481730677564 |  shraddha  |
|    1    |    Q0   | 1698(CACM-1698.html) |  81  | 0.0478715872077 |  shraddha  |
|    1    |    Q0   | 2627(CACM-2627.html) |  82  | 0.0477762451843 |  shraddha  |
|    1    |    Q0   | 2424(CACM-2424.html) |  83  | 0.0476593679694 |  shraddha  |
|    1    |    Q0   | 2003(CACM-2003.html) |  84  | 0.0476098209839 |  shraddha  |
|    1    |    Q0   | 1280(CACM-1280.html) |  85  | 0.0472543904424 |  shraddha  |
|    1    |    Q0   | 1811(CACM-1811.html) |  86  | 0.0470554377624 |  shraddha  |
|    1    |    Q0   | 2184(CACM-2184.html) |  87  | 0.0470061332589 |  shraddha  |
|    1    |    Q0   | 1752(CACM-1752.html) |  88  | 0.0468626880026 |  shraddha  |
|    1    |    Q0   |  71(CACM-0071.html)  |  89  | 0.0467443621266 |  shraddha  |
|    1    |    Q0   | 202(CACM-0202.html)  |  90  | 0.0466714793428 |  shraddha  |
|    1    |    Q0   | 1937(CACM-1937.html) |  91  | 0.0465982220302 |  shraddha  |
|    1    |    Q0   | 1226(CACM-1226.html) |  92  | 0.0462783344831 |  shraddha  |
|    1    |    Q0   | 1391(CACM-1391.html) |  93  | 0.0462659455519 |  shraddha  |
|    1    |    Q0   | 2666(CACM-2666.html) |  94  | 0.0460760872874 |  shraddha  |
|    1    |    Q0   | 1590(CACM-1590.html) |  95  |  0.045625660372 |  shraddha  |
|    1    |    Q0   | 1735(CACM-1735.html) |  96  | 0.0455136803028 |  shraddha  |
|    1    |    Q0   | 1163(CACM-1163.html) |  97  | 0.0449202799363 |  shraddha  |
|    1    |    Q0   | 796(CACM-0796.html)  |  98  | 0.0448127083472 |  shraddha  |
|    1    |    Q0   | 1697(CACM-1697.html) |  99  |  0.044743521244 |  shraddha  |
|    1    |    Q0   | 2541(CACM-2541.html) | 100  | 0.0447268434424 |  shraddha  |
+---------+---------+----------------------+------+-----------------+------------+
Query: i am interested in articles written either by prieve or udo pooch    prieve  b   pooch  u

+---------+---------+----------------------+------+-----------------+------------+
| QueryID | Literal |        DocID         | Rank |      Score      | SystemName |
+---------+---------+----------------------+------+-----------------+------------+
|    2    |    Q0   | 3078(CACM-3078.html) |  1   |  0.08539652234  |  shraddha  |
|    2    |    Q0   | 1519(CACM-1519.html) |  2   | 0.0513535189115 |  shraddha  |
|    2    |    Q0   | 1977(CACM-1977.html) |  3   | 0.0411904642917 |  shraddha  |
|    2    |    Q0   | 3136(CACM-3136.html) |  4   | 0.0390428486726 |  shraddha  |
|    2    |    Q0   | 1264(CACM-1264.html) |  5   |  0.034500157168 |  shraddha  |
|    2    |    Q0   | 2439(CACM-2439.html) |  6   | 0.0338136726982 |  shraddha  |
|    2    |    Q0   |  47(CACM-0047.html)  |  7   | 0.0332344391926 |  shraddha  |
|    2    |    Q0   | 1272(CACM-1272.html) |  8   | 0.0322225914732 |  shraddha  |
|    2    |    Q0   | 531(CACM-0531.html)  |  9   | 0.0320324668239 |  shraddha  |
|    2    |    Q0   | 2194(CACM-2194.html) |  10  | 0.0310924547468 |  shraddha  |
|    2    |    Q0   | 3129(CACM-3129.html) |  11  | 0.0304628721952 |  shraddha  |
|    2    |    Q0   | 282(CACM-0282.html)  |  12  | 0.0301241496764 |  shraddha  |
|    2    |    Q0   | 1931(CACM-1931.html) |  13  | 0.0301172844182 |  shraddha  |
|    2    |    Q0   | 1470(CACM-1470.html) |  14  | 0.0277375504714 |  shraddha  |
|    2    |    Q0   | 1623(CACM-1623.html) |  15  | 0.0276234045623 |  shraddha  |
|    2    |    Q0   | 2434(CACM-2434.html) |  16  | 0.0274693440748 |  shraddha  |
|    2    |    Q0   |  2(CACM-0002.html)   |  17  | 0.0268415365354 |  shraddha  |
|    2    |    Q0   | 1010(CACM-1010.html) |  18  | 0.0265218215221 |  shraddha  |
|    2    |    Q0   | 1183(CACM-1183.html) |  19  | 0.0263953767419 |  shraddha  |
|    2    |    Q0   | 2250(CACM-2250.html) |  20  | 0.0263458726957 |  shraddha  |
|    2    |    Q0   | 1652(CACM-1652.html) |  21  |  0.02627629395  |  shraddha  |
|    2    |    Q0   | 670(CACM-0670.html)  |  22  | 0.0258982527953 |  shraddha  |
|    2    |    Q0   | 1259(CACM-1259.html) |  23  |  0.025892023096 |  shraddha  |
|    2    |    Q0   | 1154(CACM-1154.html) |  24  | 0.0258889497796 |  shraddha  |
|    2    |    Q0   | 1764(CACM-1764.html) |  25  | 0.0254948855009 |  shraddha  |
|    2    |    Q0   | 3028(CACM-3028.html) |  26  | 0.0254488994926 |  shraddha  |
|    2    |    Q0   | 2177(CACM-2177.html) |  27  | 0.0252500216407 |  shraddha  |
|    2    |    Q0   | 2572(CACM-2572.html) |  28  | 0.0248646687402 |  shraddha  |
|    2    |    Q0   | 2554(CACM-2554.html) |  29  | 0.0248392287126 |  shraddha  |
|    2    |    Q0   | 2905(CACM-2905.html) |  30  | 0.0241295058075 |  shraddha  |
|    2    |    Q0   | 2924(CACM-2924.html) |  31  | 0.0240806820953 |  shraddha  |
|    2    |    Q0   | 1014(CACM-1014.html) |  32  | 0.0237920763049 |  shraddha  |
|    2    |    Q0   | 2002(CACM-2002.html) |  33  | 0.0233746443538 |  shraddha  |
|    2    |    Q0   | 1867(CACM-1867.html) |  34  | 0.0232029671844 |  shraddha  |
|    2    |    Q0   | 3056(CACM-3056.html) |  35  | 0.0231713500134 |  shraddha  |
|    2    |    Q0   | 2900(CACM-2900.html) |  36  |  0.023161714569 |  shraddha  |
|    2    |    Q0   | 397(CACM-0397.html)  |  37  | 0.0228691464311 |  shraddha  |
|    2    |    Q0   | 2304(CACM-2304.html) |  38  | 0.0226257605141 |  shraddha  |
|    2    |    Q0   | 3171(CACM-3171.html) |  39  | 0.0223948164184 |  shraddha  |
|    2    |    Q0   | 2215(CACM-2215.html) |  40  |  0.022370477181 |  shraddha  |
|    2    |    Q0   | 2486(CACM-2486.html) |  41  | 0.0220831435154 |  shraddha  |
|    2    |    Q0   | 242(CACM-0242.html)  |  42  | 0.0219313425465 |  shraddha  |
|    2    |    Q0   | 3138(CACM-3138.html) |  43  | 0.0217648627194 |  shraddha  |
|    2    |    Q0   | 1650(CACM-1650.html) |  44  | 0.0216996314593 |  shraddha  |
|    2    |    Q0   | 1315(CACM-1315.html) |  45  | 0.0205477794852 |  shraddha  |
|    2    |    Q0   | 1307(CACM-1307.html) |  46  | 0.0202643445949 |  shraddha  |
|    2    |    Q0   | 2368(CACM-2368.html) |  47  | 0.0202377321306 |  shraddha  |
|    2    |    Q0   | 3117(CACM-3117.html) |  48  |  0.020118837126 |  shraddha  |
|    2    |    Q0   | 1651(CACM-1651.html) |  49  | 0.0199855432752 |  shraddha  |
|    2    |    Q0   | 2233(CACM-2233.html) |  50  | 0.0194762349884 |  shraddha  |
|    2    |    Q0   | 1427(CACM-1427.html) |  51  | 0.0194553813643 |  shraddha  |
|    2    |    Q0   | 2047(CACM-2047.html) |  52  | 0.0193295530942 |  shraddha  |
|    2    |    Q0   | 1182(CACM-1182.html) |  53  | 0.0192653505507 |  shraddha  |
|    2    |    Q0   | 1309(CACM-1309.html) |  54  | 0.0189175623959 |  shraddha  |
|    2    |    Q0   | 1305(CACM-1305.html) |  55  | 0.0188913840902 |  shraddha  |
|    2    |    Q0   |  58(CACM-0058.html)  |  56  | 0.0187024843037 |  shraddha  |
|    2    |    Q0   | 2993(CACM-2993.html) |  57  | 0.0184425008826 |  shraddha  |
|    2    |    Q0   | 2812(CACM-2812.html) |  58  | 0.0183011743482 |  shraddha  |
|    2    |    Q0   | 2925(CACM-2925.html) |  59  | 0.0181803946758 |  shraddha  |
|    2    |    Q0   | 1591(CACM-1591.html) |  60  | 0.0181269794961 |  shraddha  |
|    2    |    Q0   | 1727(CACM-1727.html) |  61  | 0.0180095677083 |  shraddha  |
|    2    |    Q0   | 1671(CACM-1671.html) |  62  | 0.0178534377634 |  shraddha  |
|    2    |    Q0   | 2926(CACM-2926.html) |  63  | 0.0176596382756 |  shraddha  |
|    2    |    Q0   | 2916(CACM-2916.html) |  64  | 0.0176558445137 |  shraddha  |
|    2    |    Q0   | 144(CACM-0144.html)  |  65  | 0.0176232480741 |  shraddha  |
|    2    |    Q0   | 2195(CACM-2195.html) |  66  | 0.0176222391261 |  shraddha  |
|    2    |    Q0   | 2039(CACM-2039.html) |  67  | 0.0175291383847 |  shraddha  |
|    2    |    Q0   | 2931(CACM-2931.html) |  68  | 0.0171468754372 |  shraddha  |
|    2    |    Q0   | 2771(CACM-2771.html) |  69  | 0.0171212891432 |  shraddha  |
|    2    |    Q0   | 1012(CACM-1012.html) |  70  | 0.0168771924823 |  shraddha  |
|    2    |    Q0   | 2519(CACM-2519.html) |  71  | 0.0168660082073 |  shraddha  |
|    2    |    Q0   | 2980(CACM-2980.html) |  72  | 0.0167829930438 |  shraddha  |
|    2    |    Q0   | 1930(CACM-1930.html) |  73  |  0.016630458182 |  shraddha  |
|    2    |    Q0   | 1868(CACM-1868.html) |  74  | 0.0165441273969 |  shraddha  |
|    2    |    Q0   | 2680(CACM-2680.html) |  75  | 0.0165437532424 |  shraddha  |
|    2    |    Q0   | 3125(CACM-3125.html) |  76  | 0.0164845493656 |  shraddha  |
|    2    |    Q0   | 2570(CACM-2570.html) |  77  | 0.0164419135989 |  shraddha  |
|    2    |    Q0   | 3160(CACM-3160.html) |  78  | 0.0162404196613 |  shraddha  |
|    2    |    Q0   | 1197(CACM-1197.html) |  79  | 0.0161833417271 |  shraddha  |
|    2    |    Q0   |  18(CACM-0018.html)  |  80  | 0.0161142918926 |  shraddha  |
|    2    |    Q0   | 597(CACM-0597.html)  |  81  | 0.0160861122177 |  shraddha  |
|    2    |    Q0   | 1625(CACM-1625.html) |  82  | 0.0159872964936 |  shraddha  |
|    2    |    Q0   | 2402(CACM-2402.html) |  83  |  0.015906029297 |  shraddha  |
|    2    |    Q0   | 2714(CACM-2714.html) |  84  | 0.0159007361043 |  shraddha  |
|    2    |    Q0   | 626(CACM-0626.html)  |  85  |  0.015884770584 |  shraddha  |
|    2    |    Q0   | 2606(CACM-2606.html) |  86  | 0.0158263509615 |  shraddha  |
|    2    |    Q0   | 1888(CACM-1888.html) |  87  | 0.0157332044268 |  shraddha  |
|    2    |    Q0   | 527(CACM-0527.html)  |  88  | 0.0157194362576 |  shraddha  |
|    2    |    Q0   | 1886(CACM-1886.html) |  89  | 0.0156917404529 |  shraddha  |
|    2    |    Q0   | 1975(CACM-1975.html) |  90  | 0.0156476508816 |  shraddha  |
|    2    |    Q0   | 1433(CACM-1433.html) |  91  | 0.0155870934079 |  shraddha  |
|    2    |    Q0   | 1527(CACM-1527.html) |  92  | 0.0154575231141 |  shraddha  |
|    2    |    Q0   | 248(CACM-0248.html)  |  93  | 0.0154252793182 |  shraddha  |
|    2    |    Q0   | 2523(CACM-2523.html) |  94  | 0.0153643979002 |  shraddha  |
|    2    |    Q0   | 1473(CACM-1473.html) |  95  | 0.0153298016097 |  shraddha  |
|    2    |    Q0   | 1978(CACM-1978.html) |  96  | 0.0152828505836 |  shraddha  |
|    2    |    Q0   | 2484(CACM-2484.html) |  97  | 0.0152646695288 |  shraddha  |
|    2    |    Q0   |  69(CACM-0069.html)  |  98  | 0.0152525951843 |  shraddha  |
|    2    |    Q0   | 971(CACM-0971.html)  |  99  | 0.0152048766151 |  shraddha  |
|    2    |    Q0   | 1168(CACM-1168.html) | 100  | 0.0151889585322 |  shraddha  |
+---------+---------+----------------------+------+-----------------+------------+
Query: intermediate languages used in construction of multi targeted compilers tcoll

+---------+---------+----------------------+------+-----------------+------------+
| QueryID | Literal |        DocID         | Rank |      Score      | SystemName |
+---------+---------+----------------------+------+-----------------+------------+
|    3    |    Q0   | 2316(CACM-2316.html) |  1   |  0.142031509212 |  shraddha  |
|    3    |    Q0   | 1154(CACM-1154.html) |  2   | 0.0869336458123 |  shraddha  |
|    3    |    Q0   |  70(CACM-0070.html)  |  3   | 0.0757920173141 |  shraddha  |
|    3    |    Q0   | 2886(CACM-2886.html) |  4   | 0.0686382003328 |  shraddha  |
|    3    |    Q0   | 1459(CACM-1459.html) |  5   |  0.067930594124 |  shraddha  |
|    3    |    Q0   | 2705(CACM-2705.html) |  6   | 0.0675272556406 |  shraddha  |
|    3    |    Q0   | 252(CACM-0252.html)  |  7   | 0.0672580833562 |  shraddha  |
|    3    |    Q0   | 1304(CACM-1304.html) |  8   | 0.0661201332166 |  shraddha  |
|    3    |    Q0   | 2931(CACM-2931.html) |  9   | 0.0655736370758 |  shraddha  |
|    3    |    Q0   | 1703(CACM-1703.html) |  10  | 0.0650494705833 |  shraddha  |
|    3    |    Q0   | 1003(CACM-1003.html) |  11  | 0.0640177688341 |  shraddha  |
|    3    |    Q0   |  62(CACM-0062.html)  |  12  | 0.0639964749047 |  shraddha  |
|    3    |    Q0   | 2666(CACM-2666.html) |  13  | 0.0626797802503 |  shraddha  |
|    3    |    Q0   | 2572(CACM-2572.html) |  14  | 0.0613422961161 |  shraddha  |
|    3    |    Q0   | 1135(CACM-1135.html) |  15  | 0.0609282999406 |  shraddha  |
|    3    |    Q0   | 2305(CACM-2305.html) |  16  |  0.060335231548 |  shraddha  |
|    3    |    Q0   | 1457(CACM-1457.html) |  17  | 0.0585516819348 |  shraddha  |
|    3    |    Q0   | 1402(CACM-1402.html) |  18  | 0.0579409753841 |  shraddha  |
|    3    |    Q0   | 637(CACM-0637.html)  |  19  | 0.0575022128693 |  shraddha  |
|    3    |    Q0   | 2254(CACM-2254.html) |  20  | 0.0572627772324 |  shraddha  |
|    3    |    Q0   | 1206(CACM-1206.html) |  21  | 0.0558627117138 |  shraddha  |
|    3    |    Q0   | 1650(CACM-1650.html) |  22  | 0.0548665328749 |  shraddha  |
|    3    |    Q0   | 3056(CACM-3056.html) |  23  |  0.053990038526 |  shraddha  |
|    3    |    Q0   | 661(CACM-0661.html)  |  24  | 0.0535399837807 |  shraddha  |
|    3    |    Q0   | 3102(CACM-3102.html) |  25  | 0.0535300238494 |  shraddha  |
|    3    |    Q0   | 2873(CACM-2873.html) |  26  | 0.0525373533372 |  shraddha  |
|    3    |    Q0   |  71(CACM-0071.html)  |  27  |  0.05225976034  |  shraddha  |
|    3    |    Q0   | 2990(CACM-2990.html) |  28  |  0.051153046718 |  shraddha  |
|    3    |    Q0   | 2494(CACM-2494.html) |  29  | 0.0508873328329 |  shraddha  |
|    3    |    Q0   | 2542(CACM-2542.html) |  30  | 0.0507473296798 |  shraddha  |
|    3    |    Q0   | 2699(CACM-2699.html) |  31  | 0.0506577526787 |  shraddha  |
|    3    |    Q0   | 2808(CACM-2808.html) |  32  | 0.0503559730448 |  shraddha  |
|    3    |    Q0   | 1976(CACM-1976.html) |  33  | 0.0502985029599 |  shraddha  |
|    3    |    Q0   | 2064(CACM-2064.html) |  34  |  0.049160710418 |  shraddha  |
|    3    |    Q0   | 2233(CACM-2233.html) |  35  | 0.0491105722175 |  shraddha  |
|    3    |    Q0   | 1470(CACM-1470.html) |  36  |  0.048944539498 |  shraddha  |
|    3    |    Q0   | 2897(CACM-2897.html) |  37  | 0.0485991628975 |  shraddha  |
|    3    |    Q0   | 2112(CACM-2112.html) |  38  | 0.0481231892908 |  shraddha  |
|    3    |    Q0   | 1723(CACM-1723.html) |  39  | 0.0480323091215 |  shraddha  |
|    3    |    Q0   | 2295(CACM-2295.html) |  40  | 0.0474656064082 |  shraddha  |
|    3    |    Q0   | 3099(CACM-3099.html) |  41  | 0.0465215993262 |  shraddha  |
|    3    |    Q0   | 1671(CACM-1671.html) |  42  | 0.0460749366786 |  shraddha  |
|    3    |    Q0   | 1315(CACM-1315.html) |  43  |  0.045870625043 |  shraddha  |
|    3    |    Q0   | 2925(CACM-2925.html) |  44  | 0.0448369879571 |  shraddha  |
|    3    |    Q0   | 2196(CACM-2196.html) |  45  | 0.0444986112491 |  shraddha  |
|    3    |    Q0   | 1238(CACM-1238.html) |  46  | 0.0437240985758 |  shraddha  |
|    3    |    Q0   | 1196(CACM-1196.html) |  47  | 0.0433556940615 |  shraddha  |
|    3    |    Q0   | 2197(CACM-2197.html) |  48  | 0.0431788491682 |  shraddha  |
|    3    |    Q0   | 2062(CACM-2062.html) |  49  | 0.0429809664308 |  shraddha  |
|    3    |    Q0   | 2921(CACM-2921.html) |  50  | 0.0427036922725 |  shraddha  |
|    3    |    Q0   | 1911(CACM-1911.html) |  51  | 0.0426680837878 |  shraddha  |
|    3    |    Q0   | 2484(CACM-2484.html) |  52  |  0.042647951857 |  shraddha  |
|    3    |    Q0   | 2136(CACM-2136.html) |  53  | 0.0422852423379 |  shraddha  |
|    3    |    Q0   | 3124(CACM-3124.html) |  54  | 0.0420350572188 |  shraddha  |
|    3    |    Q0   | 2217(CACM-2217.html) |  55  | 0.0419251237978 |  shraddha  |
|    3    |    Q0   | 2198(CACM-2198.html) |  56  | 0.0412922409877 |  shraddha  |
|    3    |    Q0   | 1709(CACM-1709.html) |  57  |  0.041251494667 |  shraddha  |
|    3    |    Q0   | 3153(CACM-3153.html) |  58  | 0.0412382047544 |  shraddha  |
|    3    |    Q0   | 3048(CACM-3048.html) |  59  | 0.0409735264881 |  shraddha  |
|    3    |    Q0   |  58(CACM-0058.html)  |  60  | 0.0405139287348 |  shraddha  |
|    3    |    Q0   | 1988(CACM-1988.html) |  61  | 0.0404806606758 |  shraddha  |
|    3    |    Q0   | 1745(CACM-1745.html) |  62  | 0.0403690371562 |  shraddha  |
|    3    |    Q0   | 1783(CACM-1783.html) |  63  | 0.0403290010135 |  shraddha  |
|    3    |    Q0   | 1236(CACM-1236.html) |  64  | 0.0400984750238 |  shraddha  |
|    3    |    Q0   | 2265(CACM-2265.html) |  65  | 0.0400458720131 |  shraddha  |
|    3    |    Q0   | 605(CACM-0605.html)  |  66  | 0.0399864808775 |  shraddha  |
|    3    |    Q0   | 1696(CACM-1696.html) |  67  | 0.0397353555656 |  shraddha  |
|    3    |    Q0   | 2918(CACM-2918.html) |  68  | 0.0396390573675 |  shraddha  |
|    3    |    Q0   | 1482(CACM-1482.html) |  69  | 0.0394164855965 |  shraddha  |
|    3    |    Q0   | 1769(CACM-1769.html) |  70  | 0.0394132117397 |  shraddha  |
|    3    |    Q0   | 2264(CACM-2264.html) |  71  |  0.039342603519 |  shraddha  |
|    3    |    Q0   | 3171(CACM-3171.html) |  72  | 0.0391067420504 |  shraddha  |
|    3    |    Q0   | 531(CACM-0531.html)  |  73  | 0.0389882868569 |  shraddha  |
|    3    |    Q0   | 1170(CACM-1170.html) |  74  |  0.038924363843 |  shraddha  |
|    3    |    Q0   | 2871(CACM-2871.html) |  75  | 0.0389090225235 |  shraddha  |
|    3    |    Q0   | 1835(CACM-1835.html) |  76  | 0.0386754700045 |  shraddha  |
|    3    |    Q0   | 1381(CACM-1381.html) |  77  | 0.0386524825715 |  shraddha  |
|    3    |    Q0   | 2940(CACM-2940.html) |  78  |  0.038639038905 |  shraddha  |
|    3    |    Q0   | 1194(CACM-1194.html) |  79  | 0.0385948762264 |  shraddha  |
|    3    |    Q0   | 3160(CACM-3160.html) |  80  |  0.038475729999 |  shraddha  |
|    3    |    Q0   | 1134(CACM-1134.html) |  81  | 0.0384735127696 |  shraddha  |
|    3    |    Q0   | 2439(CACM-2439.html) |  82  | 0.0381853817327 |  shraddha  |
|    3    |    Q0   | 1658(CACM-1658.html) |  83  | 0.0380283070367 |  shraddha  |
|    3    |    Q0   | 3135(CACM-3135.html) |  84  | 0.0378546954023 |  shraddha  |
|    3    |    Q0   |  51(CACM-0051.html)  |  85  | 0.0373749565106 |  shraddha  |
|    3    |    Q0   | 2794(CACM-2794.html) |  86  | 0.0372974537352 |  shraddha  |
|    3    |    Q0   | 1809(CACM-1809.html) |  87  |  0.037263578065 |  shraddha  |
|    3    |    Q0   | 696(CACM-0696.html)  |  88  | 0.0372454017532 |  shraddha  |
|    3    |    Q0   | 1916(CACM-1916.html) |  89  | 0.0371923280631 |  shraddha  |
